N,M,sparsity,naive_time,blas_time,opt_time,naive_speedup,blas_speedup,opt_speedup
9060,100,0.00010917,4641917,370875,192750,1,12.52,24.08
9070,100,0.000109051,4644625,371542,192292,1,12.5,24.15
9080,100,0.000108932,4633041,339375,192458,1,13.65,24.07
9090,100,0.000108814,4812917,533166,206042,1,9.03,23.36
9100,100,0.000108696,4697042,344958,194125,1,13.62,24.2
9110,100,0.000108578,4695292,366708,194125,1,12.8,24.19
9120,100,0.00010846,4671667,363917,201166,1,12.84,23.22
9130,100,0.000108342,4663166,399750,194166,1,11.67,24.02
9140,100,0.000108225,4687000,346250,194000,1,13.54,24.16
9150,100,0.000108108,4698125,395083,194041,1,11.89,24.21
9160,100,0.000107991,4679750,360000,194083,1,13,24.11
9170,100,0.000107875,4699542,353583,194333,1,13.29,24.18
9180,100,0.000107759,4690083,380833,194500,1,12.32,24.11
9190,100,0.000107643,4692500,415084,195625,1,11.3,23.99
9200,100,0.000107527,4685167,367833,197625,1,12.74,23.71
9210,100,0.000107411,4728333,353959,195167,1,13.36,24.23
9220,100,0.000107296,4695041,387791,195416,1,12.11,24.03
9230,100,0.000107181,4714208,371917,194917,1,12.68,24.19
9240,100,0.000107066,4700167,350458,199292,1,13.41,23.58
9250,100,0.000106952,4714542,477958,205708,1,9.86,22.92
9260,100,0.000106838,4777958,369666,199542,1,12.93,23.94
9270,100,0.000106724,4723334,357500,196542,1,13.21,24.03
9280,100,0.00010661,4743375,407625,196875,1,11.64,24.09
9290,100,0.000106496,4734208,368583,196167,1,12.84,24.13
9300,100,0.000106383,4736375,367375,198209,1,12.89,23.9
9310,100,0.00010627,4763458,353042,197125,1,13.49,24.16
9320,100,0.000106157,4774917,375292,198292,1,12.72,24.08
9330,100,0.000106045,4818416,377250,198625,1,12.77,24.26
9340,100,0.000105932,4761625,381750,199125,1,12.47,23.91
9350,100,0.00010582,4825083,374417,198458,1,12.89,24.31
9360,100,0.000105708,4763417,379125,201042,1,12.56,23.69
9370,100,0.000105597,4761167,405209,202500,1,11.75,23.51
9380,100,0.000105485,4782625,422875,199583,1,11.31,23.96
9390,100,0.000105374,4839041,386916,201958,1,12.51,23.96
9400,100,0.000105263,4800500,385625,199458,1,12.45,24.07
9410,100,0.000105152,4816292,405333,198875,1,11.88,24.22
9420,100,0.000105042,4823000,375917,199792,1,12.83,24.14
9430,100,0.000104932,4799667,395541,218125,1,12.13,22
9440,100,0.000104822,4804250,394666,200416,1,12.17,23.97
9450,100,0.000104712,4818291,364750,211250,1,13.21,22.81
9460,100,0.000104603,4902958,376250,202750,1,13.03,24.18
9470,100,0.000104493,4839208,396583,201875,1,12.2,23.97
9480,100,0.000104384,4825166,389916,202708,1,12.37,23.8
9490,100,0.000104275,4857541,458708,206333,1,10.59,23.54
9500,100,0.000104167,4838916,406625,201709,1,11.9,23.99
9510,100,0.000104058,4833709,402791,202000,1,12,23.93
9520,100,0.00010395,4857166,438458,203583,1,11.08,23.86
9530,100,0.000103842,4928292,463250,205292,1,10.64,24.01
9540,100,0.000103734,4932292,385666,205166,1,12.79,24.04
9550,100,0.000103627,4860291,379833,202375,1,12.8,24.02
9560,100,0.00010352,4880625,398333,203000,1,12.25,24.04
9570,100,0.000103413,10633916,384083,203584,1,27.69,52.23
9580,100,0.000103306,4878542,378500,210458,1,12.89,23.18
9590,100,0.000103199,4872125,397834,203375,1,12.25,23.96
9600,100,0.000103093,4892000,361417,203416,1,13.54,24.05
9610,100,0.000102987,4907292,373084,204334,1,13.15,24.02
9620,100,0.000102881,5614333,373375,206958,1,15.04,27.13
9630,100,0.000102775,4848667,372833,204208,1,13,23.74
9640,100,0.000102669,4926083,392833,207250,1,12.54,23.77
9650,100,0.000102564,4910208,507334,209542,1,9.68,23.43
9660,100,0.000102459,4918166,386208,204958,1,12.73,24
9670,100,0.000102354,4925625,375417,204875,1,13.12,24.04
9680,100,0.000102249,4943167,371709,205000,1,13.3,24.11
9690,100,0.000102145,4961917,390750,206167,1,12.7,24.07
9700,100,0.000102041,4950083,387958,207583,1,12.76,23.85
9710,100,0.000101937,4971916,417458,208709,1,11.91,23.82
9720,100,0.000101833,4956334,434875,205666,1,11.4,24.1
9730,100,0.000101729,4969291,403708,206125,1,12.31,24.11
9740,100,0.000101626,4947667,417166,206875,1,11.86,23.92
9750,100,0.000101523,4987166,467750,205917,1,10.66,24.22
9760,100,0.00010142,5041625,392584,209125,1,12.84,24.11
9770,100,0.000101317,4858333,393625,207584,1,12.34,23.4
9780,100,0.000101215,5074250,441208,212000,1,11.5,23.94
9790,100,0.000101112,5012584,399125,207958,1,12.56,24.1
9800,100,0.00010101,4995375,402416,208500,1,12.41,23.96
9810,100,0.000100908,5010000,410625,208083,1,12.2,24.08
9820,100,0.000100806,5004084,409292,227000,1,12.23,22.04
9830,100,0.000100705,4999458,415750,211583,1,12.03,23.63
9840,100,0.000100604,5093792,392334,217167,1,12.98,23.46
9850,100,0.000100503,5019791,460875,218792,1,10.89,22.94
9860,100,0.000100402,5014584,390250,209417,1,12.85,23.95
9870,100,0.000100301,5027167,400666,224583,1,12.55,22.38
9880,100,0.0001002,5042334,408083,209042,1,12.36,24.12
9890,100,0.0001001,5036959,390000,209458,1,12.92,24.05
9900,100,0.0001,5032666,405000,209666,1,12.43,24
9910,100,9.99001e-05,5036083,398125,210291,1,12.65,23.95
9920,100,9.98004e-05,5048458,406625,210375,1,12.42,24
9930,100,9.97009e-05,5059917,396041,210375,1,12.78,24.05
9940,100,9.96016e-05,5064375,400834,210750,1,12.63,24.03
9950,100,9.95025e-05,5098792,385208,211291,1,13.24,24.13
9960,100,9.94036e-05,5112417,380042,221917,1,13.45,23.04
9970,100,9.93049e-05,5137459,432542,212500,1,11.88,24.18
9980,100,9.92063e-05,5061750,399500,211292,1,12.67,23.96
9990,100,9.9108e-05,5071125,455916,212291,1,11.12,23.89
10000,100,9.90099e-05,5170583,404916,211875,1,12.77,24.4
10,10,0.05,19375,1333,3625,1,14.53,5.34
20,20,0.025,6291,1667,5708,1,3.77,1.1
30,30,0.0166667,8916,2125,8125,1,4.2,1.1
40,40,0.0125,13500,4125,7958,1,3.27,1.7
50,50,0.01,18000,3833,6291,1,4.7,2.86
60,60,0.00833333,23792,4125,6042,1,5.77,3.94
70,70,0.00714286,31500,4667,6333,1,6.75,4.97
80,80,0.00625,39708,6333,6750,1,6.27,5.88
90,90,0.00555556,51292,7542,7542,1,6.8,6.8
100,100,0.005,71000,10667,7750,1,6.66,9.16
110,110,0.00454545,66416,8291,7625,1,8.01,8.71
120,120,0.00416667,80792,10375,8625,1,7.79,9.37
130,130,0.00384615,98584,18875,9625,1,5.22,10.24
140,140,0.00357143,253500,28666,21875,1,8.84,11.59
150,150,0.00333333,117375,16542,8917,1,7.1,13.16
160,160,0.003125,139542,16625,9666,1,8.39,14.44
170,170,0.00294118,151375,17333,9833,1,8.73,15.39
180,180,0.00277778,165417,18542,10250,1,8.92,16.14
190,190,0.00263158,202083,21875,12500,1,9.24,16.17
200,200,0.0025,229375,22292,12458,1,10.29,18.41
210,210,0.00238095,248125,24292,11875,1,10.21,20.89
220,220,0.00227273,277333,28125,14375,1,9.86,19.29
230,230,0.00217391,301875,28875,13584,1,10.45,22.22
240,240,0.00208333,359542,39917,17250,1,9.01,20.84
250,250,0.002,410583,38958,19584,1,10.54,20.97
260,260,0.00192308,449750,42875,18875,1,10.49,23.83
270,270,0.00185185,494042,49708,21625,1,9.94,22.85
280,280,0.00178571,559458,52708,22541,1,10.61,24.82
290,290,0.00172414,545834,52667,20916,1,10.36,26.1
300,300,0.00166667,581042,49584,18792,1,11.72,30.92
310,310,0.0016129,577333,50250,18250,1,11.49,31.63
320,320,0.0015625,590625,52125,18000,1,11.33,32.81
330,330,0.00151515,598291,53708,17375,1,11.14,34.43
340,340,0.00147059,615167,55250,21333,1,11.13,28.84
350,350,0.00142857,628291,65166,18625,1,9.64,33.73
360,360,0.00138889,708167,61708,18583,1,11.48,38.11
370,370,0.00135135,684333,59916,26417,1,11.42,25.91
380,380,0.00131579,718750,70333,18625,1,10.22,38.59
390,390,0.00128205,769375,69250,21000,1,11.11,36.64
400,400,0.00125,810792,67292,19209,1,12.05,42.21
410,410,0.00121951,838708,74291,19083,1,11.29,43.95
420,420,0.00119048,878834,68000,18833,1,12.92,46.66
430,430,0.00116279,918042,75750,25458,1,12.12,36.06
440,440,0.00113636,931333,74875,20250,1,12.44,45.99
450,450,0.00111111,986500,91375,19708,1,10.8,50.06
460,460,0.00108696,1062458,83292,21458,1,12.76,49.51
470,470,0.00106383,1075500,111500,23167,1,9.65,46.42
480,480,0.00104167,1129958,101791,21417,1,11.1,52.76
490,490,0.00102041,1164958,100042,21958,1,11.64,53.05
500,500,0.001,1540875,98834,22000,1,15.59,70.04
510,510,0.000980392,1240709,118666,25667,1,10.46,48.34
520,520,0.000961538,1295167,122500,25291,1,10.57,51.21
530,530,0.000943396,1354791,119750,26958,1,11.31,50.26
540,540,0.000925926,1417042,115167,27208,1,12.3,52.08
550,550,0.000909091,1514875,150625,28917,1,10.06,52.39
560,560,0.000892857,1707250,149250,28375,1,11.44,60.17
570,570,0.000877193,1879250,206042,30916,1,9.12,60.79
580,580,0.000862069,1700833,187791,26833,1,9.06,63.39
590,590,0.000847458,1779542,143792,27750,1,12.38,64.13
600,600,0.000833333,1799708,146417,32041,1,12.29,56.17
610,610,0.000819672,1934459,154042,33375,1,12.56,57.96
620,620,0.000806452,1847292,145125,27625,1,12.73,66.87
630,630,0.000793651,3484000,253000,75958,1,13.77,45.87
640,640,0.00078125,2085792,303417,36875,1,6.87,56.56
650,650,0.000769231,2152042,157750,29875,1,13.64,72.03
660,660,0.000757576,2138666,158667,28792,1,13.48,74.28
670,670,0.000746269,2147792,171625,32917,1,12.51,65.25
680,680,0.000735294,2229334,588708,28625,1,3.79,77.88
690,690,0.000724638,2257542,235416,29833,1,9.59,75.67
700,700,0.000714286,2373458,215416,28500,1,11.02,83.28
710,710,0.000704225,2385958,212208,28834,1,11.24,82.75
720,720,0.000694444,2497833,221000,31417,1,11.3,79.51
730,730,0.000684932,2512125,227708,29875,1,11.03,84.09
740,740,0.000675676,2589709,242083,30708,1,10.7,84.33
750,750,0.000666667,2668209,271750,30958,1,9.82,86.19
760,760,0.000657895,2751000,316541,31417,1,8.69,87.56
770,770,0.000649351,2859625,279917,31458,1,10.22,90.9
780,780,0.000641026,3189792,304834,36583,1,10.46,87.19
790,790,0.000632911,3094625,244375,37125,1,12.66,83.36
800,800,0.000625,3178541,233583,35625,1,13.61,89.22
810,810,0.000617284,3257792,239042,38542,1,13.63,84.53
820,820,0.000609756,3195750,231875,35666,1,13.78,89.6
830,830,0.00060241,3341375,331709,40458,1,10.07,82.59
840,840,0.000595238,3509708,305417,36625,1,11.49,95.83
850,850,0.000588235,3593458,289916,36958,1,12.39,97.23
860,860,0.000581395,3662708,297459,41208,1,12.31,88.88
870,870,0.000574713,3742584,314083,38166,1,11.92,98.06
880,880,0.000568182,3888750,318209,38542,1,12.22,100.9
890,890,0.000561798,4168625,449541,39375,1,9.27,105.87
900,900,0.000555556,4009084,332708,41708,1,12.05,96.12
910,910,0.000549451,4106875,344250,39791,1,11.93,103.21
920,920,0.000543478,4311375,354458,39375,1,12.16,109.5
930,930,0.000537634,4391792,358792,41458,1,12.24,105.93
940,940,0.000531915,4369333,359708,40208,1,12.15,108.67
950,950,0.000526316,4471875,466917,43833,1,9.58,102.02
960,960,0.000520833,4544583,346584,41000,1,13.11,110.84
970,970,0.000515464,4611666,445875,42667,1,10.34,108.09
980,980,0.000510204,5203458,408792,41959,1,12.73,124.01
990,990,0.000505051,4610750,353000,39333,1,13.06,117.22
1000,1000,0.0005,4698542,416208,39291,1,11.29,119.58
1010,1010,0.00049505,4807709,381750,41583,1,12.59,115.62
1020,1020,0.000490196,4880917,393583,40125,1,12.4,121.64
1030,1030,0.000485437,4996833,404625,43417,1,12.35,115.09
1040,1040,0.000480769,5149167,415292,39709,1,12.4,129.67
1050,1050,0.00047619,5182125,470458,43417,1,11.02,119.36
1060,1060,0.000471698,5374500,415958,46791,1,12.92,114.86
1070,1070,0.00046729,5404833,427542,46208,1,12.64,116.97
1080,1080,0.000462963,5483583,445250,42666,1,12.32,128.52
1090,1090,0.000458716,6049666,580833,45583,1,10.42,132.72
1100,1100,0.000454545,5703625,532625,44459,1,10.71,128.29
1110,1110,0.00045045,5802708,481125,48583,1,12.06,119.44
1120,1120,0.000446429,5894500,461292,44000,1,12.78,133.97
1130,1130,0.000442478,6051125,478000,49208,1,12.66,122.97
1140,1140,0.000438596,6104875,507833,48333,1,12.02,126.31
1150,1150,0.000434783,6227917,512875,45250,1,12.14,137.63
1160,1160,0.000431034,6330792,610750,48625,1,10.37,130.2
1170,1170,0.00042735,6418000,518083,45625,1,12.39,140.67
1180,1180,0.000423729,6542084,529167,46875,1,12.36,139.56
1190,1190,0.000420168,6641334,557500,47334,1,11.91,140.31
1200,1200,0.000416667,6761958,594750,47333,1,11.37,142.86
1210,1210,0.000413223,6880500,559709,47416,1,12.29,145.11
1220,1220,0.000409836,6998125,706500,51167,1,9.91,136.77
1230,1230,0.000406504,7153625,641459,48250,1,11.15,148.26
1240,1240,0.000403226,7205208,620167,48209,1,11.62,149.46
1250,1250,0.0004,7346625,641833,51416,1,11.45,142.89
1260,1260,0.000396825,7449166,670833,49708,1,11.1,149.86
1270,1270,0.000393701,7947667,740167,56000,1,10.74,141.92
1280,1280,0.000390625,7743875,700417,54958,1,11.06,140.91
1290,1290,0.000387597,7846750,833583,55459,1,9.41,141.49
1300,1300,0.000384615,7939542,748250,50709,1,10.61,156.57
1310,1310,0.000381679,8075333,753959,52542,1,10.71,153.69
1320,1320,0.000378788,8309375,793125,56416,1,10.48,147.29
1330,1330,0.00037594,8333416,738667,56250,1,11.28,148.15
1340,1340,0.000373134,8607083,800459,53833,1,10.75,159.88
1350,1350,0.00037037,8569667,749333,53458,1,11.44,160.31
1360,1360,0.000367647,8665042,868875,57625,1,9.97,150.37
1370,1370,0.000364964,8797958,740291,54125,1,11.88,162.55
1380,1380,0.000362319,8966667,830708,54208,1,10.79,165.41
1390,1390,0.000359712,9081625,838959,56958,1,10.82,159.44
1400,1400,0.000357143,12484833,1062791,71417,1,11.75,174.82
1410,1410,0.00035461,9321667,929958,53500,1,10.02,174.24
1420,1420,0.000352113,9489708,868667,53875,1,10.92,176.14
1430,1430,0.00034965,9565792,871542,54625,1,10.98,175.12
1440,1440,0.000347222,9710916,945208,56167,1,10.27,172.89
1450,1450,0.000344828,9880292,939500,59333,1,10.52,166.52
1460,1460,0.000342466,9980875,915375,57125,1,10.9,174.72
1470,1470,0.000340136,10128000,857708,56166,1,11.81,180.32
1480,1480,0.000337838,10284042,1003792,55833,1,10.25,184.19
1490,1490,0.00033557,10413708,936417,61084,1,11.12,170.48
1500,1500,0.000333333,10523833,983167,58250,1,10.7,180.67
1510,1510,0.000331126,10689125,979667,58292,1,10.91,183.37
1520,1520,0.000328947,12243708,1090375,58541,1,11.23,209.15
1530,1530,0.000326797,10949125,1025083,60500,1,10.68,180.98
1540,1540,0.000324675,11634416,1261791,64584,1,9.22,180.14
1550,1550,0.000322581,11298958,1013917,59375,1,11.14,190.3
1560,1560,0.000320513,11379792,1077500,58625,1,10.56,194.11
1570,1570,0.000318471,11548292,1102750,60292,1,10.47,191.54
1580,1580,0.000316456,11674542,1070959,59958,1,10.9,194.71
1590,1590,0.000314465,11820792,1069416,60292,1,11.05,196.06
1600,1600,0.0003125,12044291,1115791,61375,1,10.79,196.24
1610,1610,0.000310559,12123833,1143542,60875,1,10.6,199.16
1620,1620,0.000308642,12257875,1155542,62667,1,10.61,195.6
1630,1630,0.000306748,12774000,1245708,64708,1,10.25,197.41
1640,1640,0.000304878,12616750,1472083,61541,1,8.57,205.01
1650,1650,0.00030303,12841958,1233750,62834,1,10.41,204.38
1660,1660,0.000301205,12940125,1311000,62500,1,9.87,207.04
1670,1670,0.000299401,13043250,1234833,65209,1,10.56,200.02
1680,1680,0.000297619,13190750,1250625,65959,1,10.55,199.98
1690,1690,0.000295858,13345292,1281334,69375,1,10.42,192.36
1700,1700,0.000294118,13499375,1285541,65500,1,10.5,206.1
1710,1710,0.000292398,13702458,1273667,65291,1,10.76,209.87
1720,1720,0.000290698,13899709,1509542,68750,1,9.21,202.18
1730,1730,0.000289017,14395167,1296000,67958,1,11.11,211.82
1740,1740,0.000287356,14169125,1373917,66458,1,10.31,213.2
1750,1750,0.000285714,14337834,1375542,66958,1,10.42,214.13
1760,1760,0.000284091,14517583,1503292,66333,1,9.66,218.86
1770,1770,0.000282486,14703083,1419625,67292,1,10.36,218.5
1780,1780,0.000280899,15048167,1478125,71875,1,10.18,209.37
1790,1790,0.00027933,15077583,1399542,69542,1,10.77,216.81
1800,1800,0.000277778,15230917,1772833,68500,1,8.59,222.35
1810,1810,0.000276243,15405333,1465417,70041,1,10.51,219.95
1820,1820,0.000274725,15561250,1505709,72666,1,10.33,214.15
1830,1830,0.000273224,15741750,1492833,73000,1,10.54,215.64
1840,1840,0.000271739,15865166,1758459,75500,1,9.02,210.13
1850,1850,0.00027027,16080084,1591125,72042,1,10.11,223.2
1860,1860,0.000268817,16346000,1586250,74417,1,10.3,219.65
1870,1870,0.00026738,16314792,1563792,73166,1,10.43,222.98
1880,1880,0.000265957,17341417,1694292,76250,1,10.24,227.43
1890,1890,0.00026455,16688542,1817625,73542,1,9.18,226.93
1900,1900,0.000263158,16872000,1756334,73834,1,9.61,228.51
1910,1910,0.00026178,17052958,1621083,79584,1,10.52,214.28
1920,1920,0.000260417,17241666,1901959,74958,1,9.07,230.02
1930,1930,0.000259067,17418209,1836375,73292,1,9.49,237.65
1940,1940,0.000257732,17712292,1679333,76125,1,10.55,232.67
1950,1950,0.00025641,17793333,1776667,73958,1,10.02,240.59
1960,1960,0.000255102,17978417,1705375,76792,1,10.54,234.12
1970,1970,0.000253807,18168917,1888417,75209,1,9.62,241.58
1980,1980,0.000252525,18379500,1746792,75625,1,10.52,243.03
