N,M,sparsity,naive_time,blas_time,opt_time,naive_speedup,blas_speedup,opt_speedup
4540,100,0.000215517,2312708,169958,100458,1,13.61,23.02
4550,100,0.000215054,2320166,171167,100334,1,13.55,23.12
4560,100,0.000214592,2325083,173083,100666,1,13.43,23.1
4570,100,0.000214133,2331375,171250,101959,1,13.61,22.87
4580,100,0.000213675,2325416,186708,102000,1,12.45,22.8
4590,100,0.00021322,2400916,174625,102542,1,13.75,23.41
4600,100,0.000212766,2373833,173083,102166,1,13.71,23.24
4610,100,0.000212314,2345500,554458,104083,1,4.23,22.53
4620,100,0.000211864,2350500,217125,102208,1,10.83,23
4630,100,0.000211416,2340625,241083,102917,1,9.71,22.74
4640,100,0.00021097,2370875,195417,101125,1,12.13,23.44
4650,100,0.000210526,2366750,192542,103041,1,12.29,22.97
4660,100,0.000210084,2366208,188084,107333,1,12.58,22.05
4670,100,0.000209644,2374834,206209,102959,1,11.52,23.07
4680,100,0.000209205,2350917,241792,101458,1,9.72,23.17
4690,100,0.000208768,2384958,200500,103375,1,11.9,23.07
4700,100,0.000208333,2393291,224542,103458,1,10.66,23.13
4710,100,0.0002079,2442416,204917,105000,1,11.92,23.26
4720,100,0.000207469,2403458,236625,106833,1,10.16,22.5
4730,100,0.000207039,2404375,188958,104708,1,12.72,22.96
4740,100,0.000206612,2374334,222833,109375,1,10.66,21.71
4750,100,0.000206186,2397708,199042,104750,1,12.05,22.89
4760,100,0.000205761,2426375,205625,105042,1,11.8,23.1
4770,100,0.000205339,2424125,193542,104583,1,12.53,23.18
4780,100,0.000204918,2494167,202209,106042,1,12.33,23.52
4790,100,0.000204499,2475042,226250,107750,1,10.94,22.97
4800,100,0.000204082,2499208,232250,105792,1,10.76,23.62
4810,100,0.000203666,2443584,204541,106208,1,11.95,23.01
4820,100,0.000203252,2454916,205917,115250,1,11.92,21.3
4830,100,0.00020284,2455500,228208,106458,1,10.76,23.07
4840,100,0.000202429,2459458,232250,107792,1,10.59,22.82
4850,100,0.00020202,2508875,202500,107333,1,12.39,23.37
4860,100,0.000201613,2469250,231834,107417,1,10.65,22.99
4870,100,0.000201207,2479416,209542,107208,1,11.83,23.13
4880,100,0.000200803,2481041,259125,107625,1,9.57,23.05
4890,100,0.000200401,2467791,226583,107375,1,10.89,22.98
4900,100,0.0002,2483583,207875,108583,1,11.95,22.87
4910,100,0.000199601,2553791,204750,108584,1,12.47,23.52
4920,100,0.000199203,2496916,206958,109875,1,12.06,22.73
4930,100,0.000198807,2514750,208250,108917,1,12.08,23.09
4940,100,0.000198413,2508917,221625,108417,1,11.32,23.14
4950,100,0.00019802,2516959,233083,109666,1,10.8,22.95
4960,100,0.000197628,2517791,211375,108667,1,11.91,23.17
4970,100,0.000197239,2529708,200250,107666,1,12.63,23.5
4980,100,0.00019685,2526833,232458,108833,1,10.87,23.22
4990,100,0.000196464,2539042,228834,110166,1,11.1,23.05
5000,100,0.000196078,2538834,205042,110000,1,12.38,23.08
5010,100,0.000195695,2543125,210833,111042,1,12.06,22.9
5020,100,0.000195313,2546416,272125,111000,1,9.36,22.94
5030,100,0.000194932,2551667,201209,112000,1,12.68,22.78
5040,100,0.000194553,2559708,304084,110708,1,8.42,23.12
5050,100,0.000194175,2572041,194959,111250,1,13.19,23.12
5060,100,0.000193798,2528042,207042,114500,1,12.21,22.08
5070,100,0.000193424,2584625,217667,112250,1,11.87,23.03
5080,100,0.00019305,2581958,227083,122750,1,11.37,21.03
5090,100,0.000192678,2579625,207333,112083,1,12.44,23.02
5100,100,0.000192308,2589875,237417,111542,1,10.91,23.22
5110,100,0.000191939,2591292,217292,115541,1,11.93,22.43
5120,100,0.000191571,2630250,225166,112375,1,11.68,23.41
5130,100,0.000191205,2603667,223792,112708,1,11.63,23.1
5140,100,0.00019084,2606333,204625,113584,1,12.74,22.95
5150,100,0.000190476,2613000,314125,112709,1,8.32,23.18
5160,100,0.000190114,2764250,672416,122959,1,4.11,22.48
5170,100,0.000189753,2774916,220416,115375,1,12.59,24.05
5180,100,0.000189394,2626000,239250,114167,1,10.98,23
5190,100,0.000189036,2629625,211709,114167,1,12.42,23.03
5200,100,0.000188679,2637875,223708,116000,1,11.79,22.74
5210,100,0.000188324,2625458,206875,114042,1,12.69,23.02
5220,100,0.00018797,2732000,227625,116709,1,12,23.41
5230,100,0.000187617,2647000,208833,114334,1,12.68,23.15
5240,100,0.000187266,2653125,225042,115875,1,11.79,22.9
5250,100,0.000186916,2657209,239750,114792,1,11.08,23.15
5260,100,0.000186567,2665166,215125,115000,1,12.39,23.18
5270,100,0.00018622,2689417,231375,116333,1,11.62,23.12
5280,100,0.000185874,2631833,214500,116125,1,12.27,22.66
5290,100,0.000185529,2686292,230500,115583,1,11.65,23.24
5300,100,0.000185185,2690083,244458,116625,1,11,23.07
5310,100,0.000184843,2694917,235875,115792,1,11.43,23.27
5320,100,0.000184502,2707583,254250,118875,1,10.65,22.78
5330,100,0.000184162,2707875,210541,116125,1,12.86,23.32
5340,100,0.000183824,3119333,214625,119833,1,14.53,26.03
5350,100,0.000183486,2713791,222334,123333,1,12.21,22
5360,100,0.00018315,2725417,230292,117583,1,11.83,23.18
5370,100,0.000182815,2818125,272208,117916,1,10.35,23.9
5380,100,0.000182482,2726459,257291,118000,1,10.6,23.11
5390,100,0.000182149,2738834,243666,117292,1,11.24,23.35
5400,100,0.000181818,2798959,214541,119125,1,13.05,23.5
5410,100,0.000181488,2751792,234417,119458,1,11.74,23.04
5420,100,0.000181159,2752334,252333,120666,1,10.91,22.81
5430,100,0.000180832,5501750,248208,119458,1,22.17,46.06
5440,100,0.000180505,2755458,209250,118375,1,13.17,23.28
5450,100,0.00018018,2767958,236041,119625,1,11.73,23.14
5460,100,0.000179856,2822708,231042,122209,1,12.22,23.1
5470,100,0.000179533,2753375,232083,119209,1,11.86,23.1
5480,100,0.000179211,2771459,234083,119166,1,11.84,23.26
5490,100,0.000178891,2798625,232708,121667,1,12.03,23
5500,100,0.000178571,2792583,233750,119500,1,11.95,23.37
5510,100,0.000178253,2736125,233875,118166,1,11.7,23.15
5520,100,0.000177936,2801041,223875,120583,1,12.51,23.23
5530,100,0.00017762,2836000,217875,120250,1,13.02,23.58
5540,100,0.000177305,2756541,239708,122750,1,11.5,22.46
5550,100,0.000176991,2858334,256125,121541,1,11.16,23.52
5560,100,0.000176678,2882750,273125,129125,1,10.55,22.33
5570,100,0.000176367,2779041,243958,118708,1,11.39,23.41
5580,100,0.000176056,2891208,222625,121459,1,12.99,23.8
5590,100,0.000175747,2823500,247583,121250,1,11.4,23.29
5600,100,0.000175439,2837833,246667,124750,1,11.5,22.75
5610,100,0.000175131,2869542,251875,122292,1,11.39,23.46
5620,100,0.000174825,2845125,249166,130458,1,11.42,21.81
5630,100,0.00017452,2874583,256667,123625,1,11.2,23.25
5640,100,0.000174216,2856833,250083,124875,1,11.42,22.88
5650,100,0.000173913,2876959,234625,124500,1,12.26,23.11
5660,100,0.000173611,2865166,358208,123292,1,8,23.24
5670,100,0.00017331,2869792,241125,124250,1,11.9,23.1
5680,100,0.00017301,2881375,242292,121292,1,11.89,23.76
5690,100,0.000172712,2864541,248875,123833,1,11.51,23.13
5700,100,0.000172414,2876042,221041,123750,1,13.01,23.24
5710,100,0.000172117,2875959,234125,125125,1,12.28,22.98
5720,100,0.000171821,2963666,249375,125792,1,11.88,23.56
5730,100,0.000171527,2899417,256625,130875,1,11.3,22.15
5740,100,0.000171233,2905916,235417,125292,1,12.34,23.19
5750,100,0.00017094,2981292,247166,125500,1,12.06,23.76
5760,100,0.000170648,2945000,274000,126083,1,10.75,23.36
5770,100,0.000170358,2919666,248208,139083,1,11.76,20.99
5780,100,0.000170068,2877334,227458,126750,1,12.65,22.7
5790,100,0.000169779,2895708,240333,129000,1,12.05,22.45
5800,100,0.000169492,2985958,249250,127792,1,11.98,23.37
5810,100,0.000169205,2959917,241000,133666,1,12.28,22.14
5820,100,0.000168919,2926792,245667,126625,1,11.91,23.11
5830,100,0.000168634,2939958,229542,127708,1,12.81,23.02
5840,100,0.00016835,3029416,243750,127583,1,12.43,23.74
5850,100,0.000168067,2967959,265083,129917,1,11.2,22.85
5860,100,0.000167785,2966333,233709,127708,1,12.69,23.23
5870,100,0.000167504,2925291,233042,128250,1,12.55,22.81
5880,100,0.000167224,3073167,250750,130292,1,12.26,23.59
5890,100,0.000166945,2983416,239667,136000,1,12.45,21.94
5900,100,0.000166667,2994708,245625,130709,1,12.19,22.91
5910,100,0.000166389,3003417,240042,128667,1,12.51,23.34
5920,100,0.000166113,3034125,232917,129125,1,13.03,23.5
5930,100,0.000165837,3053875,262875,129500,1,11.62,23.58
5940,100,0.000165563,3005500,259000,133833,1,11.6,22.46
5950,100,0.000165289,3018291,257583,134167,1,11.72,22.5
5960,100,0.000165017,3009542,238959,132667,1,12.59,22.68
5970,100,0.000164745,2984625,240667,130750,1,12.4,22.83
5980,100,0.000164474,3072042,252666,130208,1,12.16,23.59
5990,100,0.000164204,3025500,241584,137541,1,12.52,22
6000,100,0.000163934,3026041,238792,129875,1,12.67,23.3
6010,100,0.000163666,4446417,1097834,183083,1,4.05,24.29
6020,100,0.000163399,3230791,249417,147667,1,12.95,21.88
6030,100,0.000163132,3058833,239292,144333,1,12.78,21.19
6040,100,0.000162866,3159333,317791,143959,1,9.94,21.95
6050,100,0.000162602,3056042,248333,132875,1,12.31,23
6060,100,0.000162338,3058792,245333,147083,1,12.47,20.8
6070,100,0.000162075,3070167,278709,132250,1,11.02,23.21
6080,100,0.000161812,3048083,259708,132500,1,11.74,23
6090,100,0.000161551,3123000,249542,138083,1,12.51,22.62
6100,100,0.00016129,3153834,255542,134292,1,12.34,23.48
6110,100,0.000161031,3150541,241583,132041,1,13.04,23.86
6120,100,0.000160772,3116458,256875,143583,1,12.13,21.7
6130,100,0.000160514,3084041,285792,144042,1,10.79,21.41
6140,100,0.000160256,3092459,280917,136292,1,11.01,22.69
6150,100,0.00016,3081000,266291,137417,1,11.57,22.42
6160,100,0.000159744,3158542,268042,137625,1,11.78,22.95
6170,100,0.00015949,3160209,243917,140792,1,12.96,22.45
6180,100,0.000159236,3242042,240250,138250,1,13.49,23.45
6190,100,0.000158983,3149667,315750,136958,1,9.98,23
6200,100,0.00015873,3127042,237458,143292,1,13.17,21.82
6210,100,0.000158479,3205667,294291,151625,1,10.89,21.14
6220,100,0.000158228,3168708,336750,135292,1,9.41,23.42
6230,100,0.000157978,3173334,264167,135833,1,12.01,23.36
6240,100,0.000157729,3109917,265917,135875,1,11.7,22.89
6250,100,0.00015748,3179500,236875,139542,1,13.42,22.79
6260,100,0.000157233,3313333,259083,137500,1,12.79,24.1
6270,100,0.000156986,3267000,253167,136458,1,12.9,23.94
6280,100,0.00015674,3270750,253042,138625,1,12.93,23.59
6290,100,0.000156495,3507625,557666,147750,1,6.29,23.74
6300,100,0.00015625,3204000,268459,137291,1,11.93,23.34
6310,100,0.000156006,3227417,252959,139541,1,12.76,23.13
6320,100,0.000155763,3375917,345042,151916,1,9.78,22.22
6330,100,0.000155521,3242625,241125,137625,1,13.45,23.56
6340,100,0.00015528,3217750,259792,141083,1,12.39,22.81
6350,100,0.000155039,3280458,303833,144250,1,10.8,22.74
6360,100,0.000154799,3273667,259416,138208,1,12.62,23.69
6370,100,0.00015456,3256208,264500,156583,1,12.31,20.8
6380,100,0.000154321,3235333,254125,141625,1,12.73,22.84
6390,100,0.000154083,3221666,266917,141541,1,12.07,22.76
6400,100,0.000153846,3222958,260125,147208,1,12.39,21.89
6410,100,0.00015361,3228875,266584,139291,1,12.11,23.18
6420,100,0.000153374,3264542,269708,141417,1,12.1,23.08
6430,100,0.000153139,3286417,317875,139667,1,10.34,23.53
6440,100,0.000152905,3275417,313167,139167,1,10.46,23.54
6450,100,0.000152672,3285167,287333,139917,1,11.43,23.48
6460,100,0.000152439,3283625,259333,139834,1,12.66,23.48
6470,100,0.000152207,3278875,272167,150000,1,12.05,21.86
6480,100,0.000151976,3263458,254167,142375,1,12.84,22.92
6490,100,0.000151745,3251125,247583,141125,1,13.13,23.04
6500,100,0.000151515,3265416,248541,140875,1,13.14,23.18
6510,100,0.000151286,3321625,282917,141375,1,11.74,23.5
6520,100,0.000151057,3332583,260167,141000,1,12.81,23.64
6530,100,0.00015083,3370541,252625,159708,1,13.34,21.1
6540,100,0.000150602,3289833,248083,142292,1,13.26,23.12
6550,100,0.000150376,3328541,278209,142292,1,11.96,23.39
6560,100,0.00015015,3349083,250291,142291,1,13.38,23.54
6570,100,0.000149925,3316875,257917,143000,1,12.86,23.19
6580,100,0.000149701,3317583,270125,143208,1,12.28,23.17
6590,100,0.000149477,3324791,311125,145625,1,10.69,22.83
6600,100,0.000149254,3383000,275584,142834,1,12.28,23.68
6610,100,0.000149031,3877125,292500,143542,1,13.26,27.01
6620,100,0.00014881,3325000,266375,143750,1,12.48,23.13
6630,100,0.000148588,3341291,257375,143417,1,12.98,23.3
6640,100,0.000148368,3241875,268917,143666,1,12.06,22.57
6650,100,0.000148148,3375417,270250,143917,1,12.49,23.45
6660,100,0.000147929,3362250,256375,144542,1,13.11,23.26
6670,100,0.00014771,3360250,250250,149250,1,13.43,22.51
6680,100,0.000147493,4000792,306500,153958,1,13.05,25.99
6690,100,0.000147275,3390750,360833,144750,1,9.4,23.42
6700,100,0.000147059,3374000,346833,144958,1,9.73,23.28
6710,100,0.000146843,3717625,442125,161292,1,8.41,23.05
6720,100,0.000146628,3417917,282583,146125,1,12.1,23.39
6730,100,0.000146413,3397083,278625,153209,1,12.19,22.17
6740,100,0.000146199,3388792,262375,148042,1,12.92,22.89
6750,100,0.000145985,3410375,266166,148542,1,12.81,22.96
6760,100,0.000145773,3453292,263625,149541,1,13.1,23.09
6770,100,0.00014556,3460458,295958,147500,1,11.69,23.46
6780,100,0.000145349,3492250,255958,147959,1,13.64,23.6
6790,100,0.000145138,3488250,292375,147750,1,11.93,23.61
6800,100,0.000144928,3417708,278167,147541,1,12.29,23.16
6810,100,0.000144718,3444084,264833,147125,1,13,23.41
6820,100,0.000144509,3389416,255583,147542,1,13.26,22.97
6830,100,0.0001443,3475125,277166,147875,1,12.54,23.5
6840,100,0.000144092,3477416,260041,148250,1,13.37,23.46
6850,100,0.000143885,3444208,266584,148125,1,12.92,23.25
6860,100,0.000143678,3467792,278709,147959,1,12.44,23.44
6870,100,0.000143472,3485333,296459,148250,1,11.76,23.51
6880,100,0.000143266,3456250,276125,163667,1,12.52,21.12
6890,100,0.000143062,3453375,278167,149667,1,12.41,23.07
6900,100,0.000142857,3625958,305875,149084,1,11.85,24.32
6910,100,0.000142653,3553708,278625,149708,1,12.75,23.74
6920,100,0.00014245,3549500,263250,149750,1,13.48,23.7
6930,100,0.000142248,3486875,268167,161667,1,13,21.57
6940,100,0.000142045,3456583,266375,150417,1,12.98,22.98
6950,100,0.000141844,3491041,288709,152292,1,12.09,22.92
6960,100,0.000141643,3496334,282958,150166,1,12.36,23.28
6970,100,0.000141443,3533375,270084,150625,1,13.08,23.46
6980,100,0.000141243,3513416,282417,151292,1,12.44,23.22
6990,100,0.000141044,3522083,260417,150875,1,13.52,23.34
7000,100,0.000140845,3560500,289500,158166,1,12.3,22.51
7010,100,0.000140647,3565833,279209,151625,1,12.77,23.52
7020,100,0.000140449,3519041,264916,167542,1,13.28,21
7030,100,0.000140252,3502084,279041,159750,1,12.55,21.92
7040,100,0.000140056,3535042,490959,152167,1,7.2,23.23
7050,100,0.00013986,3597750,315792,152375,1,11.39,23.61
7060,100,0.000139665,3541167,289875,163916,1,12.22,21.6
7070,100,0.00013947,3605542,277125,153625,1,13.01,23.47
7080,100,0.000139276,3632500,298666,168250,1,12.16,21.59
7090,100,0.000139082,3579542,262458,153792,1,13.64,23.28
7100,100,0.000138889,4015500,264500,156708,1,15.18,25.62
7110,100,0.000138696,3646750,280000,154042,1,13.02,23.67
7120,100,0.000138504,5598250,270875,156625,1,20.67,35.74
7130,100,0.000138313,3634458,272416,157291,1,13.34,23.11
7140,100,0.000138122,3602875,285209,154500,1,12.63,23.32
7150,100,0.000137931,3629208,287625,154458,1,12.62,23.5
7160,100,0.000137741,3595667,290917,154583,1,12.36,23.26
7170,100,0.000137552,3605916,274041,154375,1,13.16,23.36
7180,100,0.000137363,3638417,278125,155208,1,13.08,23.44
7190,100,0.000137174,3656166,277167,162208,1,13.19,22.54
7200,100,0.000136986,3630625,286167,155041,1,12.69,23.42
7210,100,0.000136799,3630500,265834,158417,1,13.66,22.92
7220,100,0.000136612,3684625,277083,155375,1,13.3,23.71
7230,100,0.000136426,3626792,290917,156667,1,12.47,23.15
7240,100,0.00013624,3679291,304542,175833,1,12.08,20.92
7250,100,0.000136054,3672292,288583,156833,1,12.73,23.42
7260,100,0.00013587,3641166,276875,157084,1,13.15,23.18
7270,100,0.000135685,3838958,842792,166959,1,4.56,22.99
7280,100,0.000135501,3741375,276541,158666,1,13.53,23.58
7290,100,0.000135318,3667709,292125,157667,1,12.56,23.26
7300,100,0.000135135,3658625,288250,157667,1,12.69,23.2
7310,100,0.000134953,3682458,268917,157583,1,13.69,23.37
7320,100,0.000134771,3711500,294208,158333,1,12.62,23.44
7330,100,0.00013459,3748125,300000,157708,1,12.49,23.77
7340,100,0.000134409,3684541,271292,165792,1,13.58,22.22
7350,100,0.000134228,3667375,365291,158125,1,10.04,23.19
7360,100,0.000134048,3699666,295292,162583,1,12.53,22.76
7370,100,0.000133869,3771208,287667,159417,1,13.11,23.66
7380,100,0.00013369,3732208,297083,159459,1,12.56,23.41
7390,100,0.000133511,3741042,295917,160375,1,12.64,23.33
7400,100,0.000133333,3718042,314417,162333,1,11.83,22.9
7410,100,0.000133156,3727666,292250,159833,1,12.76,23.32
7420,100,0.000132979,3757167,314042,159125,1,11.96,23.61
7430,100,0.000132802,3720375,321042,159917,1,11.59,23.26
7440,100,0.000132626,3752334,298291,176209,1,12.58,21.29
7450,100,0.00013245,3802500,289042,161750,1,13.16,23.51
7460,100,0.000132275,3805875,316292,161250,1,12.03,23.6
7470,100,0.0001321,3746959,367500,160917,1,10.2,23.29
7480,100,0.000131926,3757167,288959,162084,1,13,23.18
7490,100,0.000131752,3777084,292875,162042,1,12.9,23.31
7500,100,0.000131579,3800417,296791,161834,1,12.81,23.48
7510,100,0.000131406,3801833,297500,161584,1,12.78,23.53
7520,100,0.000131234,3795375,298833,162000,1,12.7,23.43
7530,100,0.000131062,3803625,287750,171000,1,13.22,22.24
7540,100,0.00013089,3827708,352208,162500,1,10.87,23.56
7550,100,0.000130719,3820208,298208,163292,1,12.81,23.39
7560,100,0.000130548,3875667,291458,162958,1,13.3,23.78
7570,100,0.000130378,3757584,307000,162875,1,12.24,23.07
7580,100,0.000130208,3825292,318333,163875,1,12.02,23.34
7590,100,0.000130039,3820625,346042,167167,1,11.04,22.86
7600,100,0.00012987,3798791,292084,162583,1,13.01,23.37
7610,100,0.000129702,3877292,369916,163958,1,10.48,23.65
7620,100,0.000129534,3963625,352042,167584,1,11.26,23.65
7630,100,0.000129366,3829916,309541,165083,1,12.37,23.2
7640,100,0.000129199,3842917,301292,173542,1,12.75,22.14
7650,100,0.000129032,3882458,285292,165125,1,13.61,23.51
7660,100,0.000128866,3851041,289416,170000,1,13.31,22.65
7670,100,0.0001287,3855791,340125,164833,1,11.34,23.39
7680,100,0.000128535,3924292,298417,165125,1,13.15,23.77
7690,100,0.00012837,3840583,322333,166042,1,11.91,23.13
7700,100,0.000128205,3845500,311917,165292,1,12.33,23.26
7710,100,0.000128041,3884083,285834,168041,1,13.59,23.11
7720,100,0.000127877,3906542,299667,166666,1,13.04,23.44
7730,100,0.000127714,3903875,318833,175250,1,12.24,22.28
7740,100,0.000127551,3914917,291417,166458,1,13.43,23.52
7750,100,0.000127389,3963834,309167,174834,1,12.82,22.67
7760,100,0.000127226,3918500,312375,169000,1,12.54,23.19
7770,100,0.000127065,4021958,334333,170625,1,12.03,23.57
7780,100,0.000126904,3933166,321000,169375,1,12.25,23.22
7790,100,0.000126743,3913083,299458,167583,1,13.07,23.35
7800,100,0.000126582,3943542,325250,167500,1,12.12,23.54
7810,100,0.000126422,5164167,294792,172875,1,17.52,29.87
7820,100,0.000126263,3938625,393959,168458,1,10,23.38
7830,100,0.000126103,3947541,300083,168000,1,13.15,23.5
7840,100,0.000125945,3940875,295083,169333,1,13.36,23.27
7850,100,0.000125786,3966083,310583,167708,1,12.77,23.65
7860,100,0.000125628,3984208,310458,168625,1,12.83,23.63
7870,100,0.000125471,4013500,303417,169917,1,13.23,23.62
7880,100,0.000125313,3978459,291125,169625,1,13.67,23.45
7890,100,0.000125156,3987542,292042,170875,1,13.65,23.34
7900,100,0.000125,4019625,315375,170750,1,12.75,23.54
7910,100,0.000124844,3969959,306084,170416,1,12.97,23.3
7920,100,0.000124688,3970375,293208,170375,1,13.54,23.3
7930,100,0.000124533,3962875,314833,169792,1,12.59,23.34
7940,100,0.000124378,4007041,322333,170292,1,12.43,23.53
7950,100,0.000124224,4025375,315625,170792,1,12.75,23.57
7960,100,0.000124069,4009583,310250,173625,1,12.92,23.09
7970,100,0.000123916,3976708,309833,171792,1,12.84,23.15
7980,100,0.000123762,4032875,311125,172083,1,12.96,23.44
7990,100,0.000123609,4000083,314709,171334,1,12.71,23.35
8000,100,0.000123457,4014958,294792,172209,1,13.62,23.31
8010,100,0.000123305,5105375,1670500,228000,1,3.06,22.39
8020,100,0.000123153,4056750,305750,183458,1,13.27,22.11
8030,100,0.000123001,4058208,458500,186584,1,8.85,21.75
8040,100,0.00012285,4046292,320125,185750,1,12.64,21.78
8050,100,0.000122699,4019917,329250,173125,1,12.21,23.22
8060,100,0.000122549,3996667,331416,175416,1,12.06,22.78
8070,100,0.000122399,4091750,302791,173208,1,13.51,23.62
8080,100,0.000122249,4062667,343291,173125,1,11.83,23.47
8090,100,0.0001221,4086208,323209,173625,1,12.64,23.53
8100,100,0.000121951,4040084,442500,172958,1,9.13,23.36
8110,100,0.000121803,4103292,317834,174459,1,12.91,23.52
8120,100,0.000121655,3987875,308875,174375,1,12.91,22.87
8130,100,0.000121507,4059333,313583,177334,1,12.95,22.89
8140,100,0.000121359,4061500,309667,176416,1,13.12,23.02
8150,100,0.000121212,4065375,324625,176083,1,12.52,23.09
8160,100,0.000121065,4160291,341458,179083,1,12.18,23.23
8170,100,0.000120919,4074292,317542,179500,1,12.83,22.7
8180,100,0.000120773,4096833,340250,176000,1,12.04,23.28
8190,100,0.000120627,4084500,379208,176042,1,10.77,23.2
8200,100,0.000120482,4233500,331583,190292,1,12.77,22.25
8210,100,0.000120337,4199750,338042,190875,1,12.42,22
8220,100,0.000120192,4168000,318292,190917,1,13.09,21.83
8230,100,0.000120048,4203458,381500,195542,1,11.02,21.5
8240,100,0.000119904,4218917,318875,175875,1,13.23,23.99
8250,100,0.00011976,4214125,343584,179416,1,12.27,23.49
8260,100,0.000119617,4358292,379416,187833,1,11.49,23.2
8270,100,0.000119474,4235542,318833,176834,1,13.28,23.95
8280,100,0.000119332,4284667,352917,177084,1,12.14,24.2
8290,100,0.00011919,4266667,333250,177458,1,12.8,24.04
8300,100,0.000119048,4240916,342375,177334,1,12.39,23.91
8310,100,0.000118906,4248917,334125,178834,1,12.72,23.76
8320,100,0.000118765,4249375,336208,179584,1,12.64,23.66
8330,100,0.000118624,4257417,406709,179375,1,10.47,23.73
8340,100,0.000118483,4267542,327416,178125,1,13.03,23.96
8350,100,0.000118343,4342792,329000,178250,1,13.2,24.36
8360,100,0.000118203,4284292,361792,178625,1,11.84,23.98
8370,100,0.000118064,4344417,318292,178000,1,13.65,24.41
8380,100,0.000117925,4287417,404292,179041,1,10.6,23.95
8390,100,0.000117786,4363208,330250,178875,1,13.21,24.39
8400,100,0.000117647,4305042,331500,178916,1,12.99,24.06
8410,100,0.000117509,5005709,306250,179541,1,16.35,27.88
8420,100,0.000117371,4302834,317875,190542,1,13.54,22.58
8430,100,0.000117233,4354958,319000,180209,1,13.65,24.17
8440,100,0.000117096,4333833,333750,180917,1,12.99,23.95
8450,100,0.000116959,4330416,387459,180542,1,11.18,23.99
8460,100,0.000116822,4391083,336208,180417,1,13.06,24.34
8470,100,0.000116686,4335291,523000,180375,1,8.29,24.03
8480,100,0.00011655,5054083,323083,180667,1,15.64,27.97
8490,100,0.000116414,4317958,319666,181667,1,13.51,23.77
8500,100,0.000116279,4290750,340458,180625,1,12.6,23.76
8510,100,0.000116144,4435000,327041,182041,1,13.56,24.36
8520,100,0.000116009,4349208,325875,181291,1,13.35,23.99
8530,100,0.000115875,4399833,314542,181958,1,13.99,24.18
8540,100,0.000115741,4508375,403500,182334,1,11.17,24.73
8550,100,0.000115607,4372083,316000,183167,1,13.84,23.87
8560,100,0.000115473,4383458,318500,183167,1,13.76,23.93
8570,100,0.00011534,4376458,324541,182959,1,13.49,23.92
8580,100,0.000115207,4424042,316375,185500,1,13.98,23.85
8590,100,0.000115075,4348292,342708,183209,1,12.69,23.73
8600,100,0.000114943,4517000,325625,184292,1,13.87,24.51
8610,100,0.000114811,4389000,357667,185125,1,12.27,23.71
8620,100,0.000114679,4408084,347042,183333,1,12.7,24.04
8630,100,0.000114548,4459500,366500,183750,1,12.17,24.27
8640,100,0.000114416,4290834,344583,184667,1,12.45,23.24
8650,100,0.000114286,4430000,338333,186458,1,13.09,23.76
8660,100,0.000114155,4420125,347667,188583,1,12.71,23.44
8670,100,0.000114025,4417625,354167,191792,1,12.47,23.03
8680,100,0.000113895,4459084,315542,191792,1,14.13,23.25
8690,100,0.000113766,4441417,336750,195500,1,13.19,22.72
8700,100,0.000113636,4444625,376917,185584,1,11.79,23.95
8710,100,0.000113507,4488709,325958,185500,1,13.77,24.2
8720,100,0.000113379,4459792,379625,185833,1,11.75,24
8730,100,0.00011325,4451875,325542,186042,1,13.68,23.93
8740,100,0.000113122,4479209,341917,186708,1,13.1,23.99
8750,100,0.000112994,4480875,351333,186208,1,12.75,24.06
8760,100,0.000112867,4516167,338959,186708,1,13.32,24.19
8770,100,0.00011274,4969583,828875,199500,1,6,24.91
8780,100,0.000112613,4477667,333083,187208,1,13.44,23.92
8790,100,0.000112486,4483042,329208,186959,1,13.62,23.98
8800,100,0.00011236,4552458,357833,188167,1,12.72,24.19
8810,100,0.000112233,4494500,330084,186875,1,13.62,24.05
8820,100,0.000112108,4518750,341584,188458,1,13.23,23.98
8830,100,0.000111982,4524833,344417,187875,1,13.14,24.08
8840,100,0.000111857,4512208,340458,189833,1,13.25,23.77
8850,100,0.000111732,4515917,329208,188042,1,13.72,24.02
8860,100,0.000111607,4553625,360333,189583,1,12.64,24.02
8870,100,0.000111483,4534875,347625,189917,1,13.05,23.88
8880,100,0.000111359,4532541,400750,189834,1,11.31,23.88
8890,100,0.000111235,4575208,352667,189708,1,12.97,24.12
8900,100,0.000111111,4537458,343417,194000,1,13.21,23.39
8910,100,0.000110988,4565041,368750,189875,1,12.38,24.04
8920,100,0.000110865,4560458,335084,190292,1,13.61,23.97
8930,100,0.000110742,4564208,349250,191084,1,13.07,23.89
8940,100,0.000110619,4577708,360083,194167,1,12.71,23.58
8950,100,0.000110497,4560375,357000,190250,1,12.77,23.97
8960,100,0.000110375,4636333,350417,193666,1,13.23,23.94
8970,100,0.000110254,4575708,362125,204625,1,12.64,22.36
8980,100,0.000110132,4582584,353917,190875,1,12.95,24.01
8990,100,0.000110011,4627833,345708,191458,1,13.39,24.17
9000,100,0.00010989,4601583,352792,192208,1,13.04,23.94
9010,100,0.000109769,4591291,366750,192750,1,12.52,23.82
9020,100,0.000109649,4646083,353125,196750,1,13.16,23.61
9030,100,0.000109529,4683667,356417,191708,1,13.14,24.43
9040,100,0.000109409,4619667,345625,191958,1,13.37,24.07
